region;departement;ville;adresse_gare;message_conjoncturel;horaire_guichet;nom_arret;codeuic;type_arret;presence_distributeur_billet;information_acessibilite_pmr;info;presence_metro;info_metro;presence_tramway;info_tramway;presence_bus;info_bus;presence_navette;info_navette;presence_cars;info_complementaire_presence_cars;presence_navette_fluviale;info_navette_fluviale;info_autopartage;presence_parking_velo;presence_parking_moto;presence_parking;info_covoiturage;presence_taxi;info_taxi;info_ligne_ter;lien_info_ligne_ter
nord_pas_de_calais;Nord Pas de Calais;Dunkerque;"Gare SNCF
Place de la Gare 
BP 6339 
59 379 DUNKERQUE Cedex 01";;"- lundi  au vendredi : 06h00 à 19h45
- samedi : 06h30 à 19h45
- dimanche &amp; fêtes : 08h15 à 21h20 Horaires d'ouverture de la gare : - lundi au samedi : 04h50 à 21h30
- dimanche &amp; fêtes : 08h00 à 21h30";10 Dunkerque Calais Boulogne;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements Parking aménagés
Chariot Elevateur
Fauteuils roulants 
Rampes d'accès au quai 
Elévateur rampes d'embarquement 
Toilettes aménagées";"Correspondances urbaines
DKBUS MARINE Gare Tel :03 28 59 00 78
BCD : liaison rapide routière entre les villes de Boulogne, Calais et Dunkerque, mise en place par le Conseil Régional.
Les tarifications SNCF suivantes sont autorisées: l'abonnement de travail ou l'abonnement étudiant sous réserve d'acquitter un supplément BCD + 4 (si hebdomadaire) + 10 (si mensuel), nécessitant une demande auprès de l'exploitant pour l'obtention de votre abonnement sous la forme d'une carte à puce.Location de voiture  AVIS
9, rue Bellevue
59 379 DUNKERQUE
A 50m à gauche en sortant de la gare
TEl :03 28 66 67 95 Office de Tourisme de Dunkerque Dunes des Flandres
Accueil centre ville - le Beffroi
rue de l'Amiral Ronarc'h
59 140 DUNKERQUE 
Tel :03 28 66 79 21
www.ville-dunkerque.fr
Ouvert du lundi au vendredi de 9.30 à 12.30 / 13.30 à 18.30
le samedi de 9.30 à 18.30Juillet / août
du lundi au samedi de 9.30 à 12.30 / 13.30 à 18.30
Dimanche et fêtes de 10.00 à 12.00 / 14.00 à 16.00
A VISITER :
3ème port fançais
Le Casino
Le Musée des Beaux Arts
Le Musée Portuaire avec des extensions flottantes (ex : bateau-feu)
Le Beffroi
L'hôtel de ville flamand";non;;non;;oui;;;;Non;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Ebblinghem;"Départementale 55
59173 EBBLINGHEM";;pas d'ouverture de guichet (halte);12 Boulogne Calais Hazebrouck Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Esquelbecq;"Rue de la Gare
59740 ESQUELBECQ";;pas d'ouverture de guichet (halte);08-08bis Dunkerque Hazebrouck Armentières Lille;;Halte Ferroviaire;oui;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Fressies;59247 FRESSIES;;point d'arrêt supprimé;22 Paris Reims Cambrai Lille;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Grande Synthe;Rue Babeuf59760 GRANDE SYNTHE;;;09 Dunkerque Calais;;Halte Ferroviaire;non;;"Office de tourisme 
24 Place François Mitterand 
59760 GRANDE SYNTHE
Tel : 03 28 27 84 10 
Lu-Ve : 09:00-12:00 &amp; 14:00 - 18:00 
Sa : 10:00-12:00 Di,férié : fermé";non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Hautmont;"Place de la Gare 
59330 HAUTMONT";;"- du lundi au samedi : 6h00 à 13h00
- dimanche et jours fériés : fermé";24 Jeumont Erquelines Charleroi Bruxelles;;Gare;oui;non;Escalier sous-terrain équipé de rampes à vélo.;non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Hazebrouck;"Gare SNCF 
Place de la gare
59 190 HAZEBROUCK";;"- lundi au samedi : 06h00 à 20h00
- dimanche et fêtes : 09h00 à 20h00";12 Boulogne Calais Hazebrouck Lille;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacement parking amenagés
Chariots élévateurs
Fauteuil roulant";"Service Municipal du tourisme
Hôtel de ville BP 189 
59 524 HAZEBROUCK Cedex
Tél: 03 28 43 44 37
contact@ville-hazebrouck.frOuvert du lundi au vendredi de 10h00 à 12h30 et de 14h00 à 18h00
Fermé le mardi matin et ouvert jusqu'à 19h00 le jeudi
Le samedi de 9h30 à 12h30 et de 14h00 à 17h00 

Office du Tourisme :www.ville-hazebrouck.fr

Escalier sous-terrain équipé de rampes à vélo. Présence d'un abri à vélo fermé. Pour obtenir votre badge d'accès, appelez ContactTER au 0891 671 059 (0.23/min, du lundi au vendredi de 6h à 20h)";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Hellemmes;"Chemin Napoléon
59260 Hellemmes";;pas d'ouverture de guichet (halte);03-04 Liège Tournai Ascq Lille / Orchies Ascq Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Hesdin;"Gare SNCF
Place de la gare 
62140 HESDIN";;"- lundi, mercredi, jeudi et vendredi : 04h45 à 12h00 ; 13h00 à 19h35
- mardi : 04h45 à 09h30 ; 09h50 à 15h40 ; 16h10 à 19h35";15 Boulogne St Pol Béthune Lille;;Gare;non;non;"Office de tourisme des 7 vallées 
Place des Armes 
62140 HESDIN 
Tél: 03 21 86 19 19 
Lu-Sa : 09:00-12:00 &amp; 14:00 - 18:00 Di,férié : fermé
Site http://www.nordmag.fr/nord_pas_de_calais/hesdin/hesdin.htm";non;;non;;non;;;;Non;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;La Fontaine;"Chemin Latérale
59136 WAVRIN";;pas d'ouverture de guichet (halte);15 Boulogne St Pol Béthune Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;La Madeleine;"Place de la Gare 
59710 LA MADELEINE NORD";;"- lundi au vendredi : 09h00 à 18h00- samedi : 09h30 à 12h00 ;13h30 à 18h00
- fermé dimanche et fêtes  Horaires d'ouverture de la gare : - lundi au vendredi : 09h00 à 17h30
- samedi : 09h00 à 12h15 ; 13h15 à 17h15
- fermé dimanche et fêtes";12 Boulogne Calais Hazebrouck Lille;;Gare;non;non;;non;;non;;non;;;;Non;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Landas;"Cour des voyageurs
59310 Landas";;pas d'ouverture de guichet (halte);16 bis;;Halte Ferroviaire;non;Non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Le Poirier Universite;"Départementale 88 
59125 TRITH ST LEGER";;pas d'ouverture de guichet (halte);17 Charleville-Mézières Hirson Lille;;Halte Ferroviaire;oui;non;"Correspondances urbaines
Bus SEMURVAL ligne 9-19-TSC-114-115
face à la gare Tél: 03 27 14 52 52Correspondances interurbaines
Autocar SEMURVAL ligne9-19-TSC-114-115
face à la gare Tél: 03 27 14 52 52";non;;non;;oui;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Lens;"Gare SNCF
Place du Général de Gaulle 
62300 LENS";;"- lundi au vendredi : 07h00 à 19h00
- samedi : 08h00 à 19h00
- dimanche et fêtes : 09h00 à 19h00   Horaires d'ouverture de la gare : - lundi au samedi : 04h45 à 22h30
- dimanche &amp; fêtes : 07h45 à 22h30  Horaires d'ouverture du Relais Pass Pass TER :
- lundi au vendredi : 10h00 à 12h30 ; 13h30 à 18h15
- fermeture : * du samedi 6 juillet au dimanche 18 août 2013 inclus * du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";06-07 Arras Hazebrouck Dunkerque Calais;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacement Parking aménagés
Chariots élévateurs
Fauteuils roulants";"Office de tourisme 
26, rue de la Paix 
62300 LENS 
www.tourisme-lenslievin.fr 

Location de voiture
AVIS - Gare SNCF de Lens 
25m de la gare Tél: 03 21 67 24 24 ou 03 21 70 22 57";non;;non;;oui;http://www.tadao.fr;NC;;Non;;NC;;;non;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Les Bons Peres;"Chemin latérale
59131 ROUSIES";;;16-16bis Jeumont Aulnoye Valenciennes Lille;;Halte Ferroviaire;non;;"Correspondances urbaines Bus
STIBUS ligne 11 - 150m de la gare
Tél: 03 27 53 08 08Correspondances interurbaines Autocar
STIBUS ligne 11 - 150m de la gare
Tél: 03 27 53 08 08 gare";non;;non;;oui;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Les Fontinettes;"Rue des Fontinettes
62100 Calais";;pas d'ouverture de guichet (halte);12 Boulogne Calais Hazebrouck Lille;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Lezennes;"Rue Paul Kimpe       
59 260 Lezennes";;pas d'ouverture de guichet (halte);03-04 Liège Tournai Ascq Lille / Orchies Ascq Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Ligny St Flochel;Adresse;;Horaires;14 Arras St Pol Etaples Boulogne;;Halte Ferroviaire;non;;;non;;non;;oui;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Europe;"1 place François Mittérand
Gare Lille Europe
59 777 Euralille";;"- lundi au samedi : 05h45 à 22h00
- dimanche et fêtes : 7h30 à 22h00";08-08bis Dunkerque Hazebrouck Armentières Lille;87223263;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements parking aménagés
Chariot Elevateur
Ascenseur
Fauteuil roulant
Bande d'éveil de vigilance";"Metro Transpole
Tel 03.20.40.40.40
Navette pour l'aéroport de Lille Lesquin
Arrêt devant l'entrée principale d'Euralille
Tous les jours TEL : 0891 673 210
Prix d'un aller simple : 4,60Location de voiture
Hertz France TEL : 03.28.36.25.90
AVIS Gare TGV TEL : 0 820 61 16 95";oui;;oui;;oui;;;;Non;;;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Flandres;"Gare Lille Flandres
Place des Buisses 
59 000 LILLE";;"- lundi au vendredi : 05h30 à 20h00- samedi : 06h30 à 20h00
 - dimanche &amp; fêtes : 07h30 à 21h00   Horaire d'ouverture de la gare : - lundi au samedi : 05h45 à 0h15
- dimanche et fêtes : 07h00 à 0h15   Horaires d'ouverture du Relais Pass Pass TER :
- du lundi au vendredi de 8h30 à 19h30
- du 8 juillet au 19 août 2013,ouverture du lundi au vendredi de 9h00 à 12h00 et de 13h30 à 17h30. Fermeture du Relais Pass Pass du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";03-04 Liège Tournai Ascq Lille / Orchies Ascq Lille;;Gare;oui;"Parking SCETA rue de Tournai Emplacements parking Aménagés 
Fauteuils roulants 
Chariot Elévateur
Bande d'éveil de vigilance
Accueil des personnes à mobilité réduite 
face à la voie 9 ou face à la voie 5 
Tel : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)";"Location de véhicules
33, rue de Tournai 59000 LILLE 
Quai voie 2 
Avis Tel :03 20 06 35 55 / 0 820 61 16 96
Hertz France, CITER, Europcar

Chariot bagage
Espaces Tabac Presse (Relay ) 
Restaurant , Buffet, Bar
Cabines téléphoniques
Echange minute (GL) 

Office du tourisme
42 Place Rihour
59800 LILLE centre ville 
TEl :03 20 21 94 21 / 08 91 56 2004";oui;;oui;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Flandres;"Gare Lille Flandres
Place des Buisses 
59 000 LILLE";;"- lundi au vendredi : 05h30 à 20h00- samedi : 06h30 à 20h00
 - dimanche &amp; fêtes : 07h30 à 21h00   Horaire d'ouverture de la gare : - lundi au samedi : 05h45 à 0h15
- dimanche et fêtes : 07h00 à 0h15   Horaires d'ouverture du Relais Pass Pass TER :
- du lundi au vendredi de 8h30 à 19h30
- du 8 juillet au 19 août 2013,ouverture du lundi au vendredi de 9h00 à 12h00 et de 13h30 à 17h30. Fermeture du Relais Pass Pass du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";11/12 Paris Amiens Boulogne Calais Lille;;Gare;oui;"Parking SCETA rue de Tournai Emplacements parking Aménagés 
Fauteuils roulants 
Chariot Elévateur
Bande d'éveil de vigilance
Accueil des personnes à mobilité réduite 
face à la voie 9 ou face à la voie 5 
Tel : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)";"Location de véhicules
33, rue de Tournai 59000 LILLE 
Quai voie 2 
Avis Tel :03 20 06 35 55 / 0 820 61 16 96
Hertz France, CITER, Europcar

Chariot bagage
Espaces Tabac Presse (Relay ) 
Restaurant , Buffet, Bar
Cabines téléphoniques
Echange minute (GL) 

Office du tourisme
42 Place Rihour
59800 LILLE centre ville 
TEl :03 20 21 94 21 / 08 91 56 2004";oui;;oui;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Flandres;"Gare Lille Flandres
Place des Buisses 
59 000 LILLE";;"- lundi au vendredi : 05h30 à 20h00- samedi : 06h30 à 20h00
 - dimanche &amp; fêtes : 07h30 à 21h00   Horaire d'ouverture de la gare : - lundi au samedi : 05h45 à 0h15
- dimanche et fêtes : 07h00 à 0h15   Horaires d'ouverture du Relais Pass Pass TER :
- du lundi au vendredi de 8h30 à 19h30
- du 8 juillet au 19 août 2013,ouverture du lundi au vendredi de 9h00 à 12h00 et de 13h30 à 17h30. Fermeture du Relais Pass Pass du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";13 Lens Libercourt Lille;;Gare;oui;"Parking SCETA rue de Tournai Emplacements parking Aménagés 
Fauteuils roulants 
Chariot Elévateur
Bande d'éveil de vigilance
Accueil des personnes à mobilité réduite 
face à la voie 9 ou face à la voie 5 
Tel : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)";"Location de véhicules
33, rue de Tournai 59000 LILLE 
Quai voie 2 
Avis Tel :03 20 06 35 55 / 0 820 61 16 96
Hertz France, CITER, Europcar

Chariot bagage
Espaces Tabac Presse (Relay ) 
Restaurant , Buffet, Bar
Cabines téléphoniques
Echange minute (GL) 

Office du tourisme
42 Place Rihour
59800 LILLE centre ville 
TEl :03 20 21 94 21 / 08 91 56 2004";oui;;oui;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Flandres;"Gare Lille Flandres
Place des Buisses 
59 000 LILLE";;"- lundi au vendredi : 05h30 à 20h00- samedi : 06h30 à 20h00
 - dimanche &amp; fêtes : 07h30 à 21h00   Horaire d'ouverture de la gare : - lundi au samedi : 05h45 à 0h15
- dimanche et fêtes : 07h00 à 0h15   Horaires d'ouverture du Relais Pass Pass TER :
- du lundi au vendredi de 8h30 à 19h30
- du 8 juillet au 19 août 2013,ouverture du lundi au vendredi de 9h00 à 12h00 et de 13h30 à 17h30. Fermeture du Relais Pass Pass du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";18 Paris Busigny Aulnoye Lille Jeumont;;Gare;oui;"Parking SCETA rue de Tournai Emplacements parking Aménagés 
Fauteuils roulants 
Chariot Elévateur
Bande d'éveil de vigilance
Accueil des personnes à mobilité réduite 
face à la voie 9 ou face à la voie 5 
Tel : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)";"Location de véhicules
33, rue de Tournai 59000 LILLE 
Quai voie 2 
Avis Tel :03 20 06 35 55 / 0 820 61 16 96
Hertz France, CITER, Europcar

Chariot bagage
Espaces Tabac Presse (Relay ) 
Restaurant , Buffet, Bar
Cabines téléphoniques
Echange minute (GL) 

Office du tourisme
42 Place Rihour
59800 LILLE centre ville 
TEl :03 20 21 94 21 / 08 91 56 2004";oui;;oui;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Lille Porte de Douai;Rue du Faubourg de Douai 59 000 Lille;;;15 Boulogne St Pol Béthune Lille;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Loos les Lille;"Gare SNCF
1 rue Denis Papin
59 120 LOOS LES LILLE";;"- lundi au vendredi : 09h00 à 12h00 ; 13h30 à 17h30
- fermé samedi, dimanche et fêtesHoraires d'ouverture de la gare :- lundi au vendredi : 08h40 à 12h00 ; 13h30 à 17h20
- fermé samedi, dimanche et fêtes";15 Boulogne St Pol Béthune Lille;;Gare;non;;;non;;non;;non;;;;Non;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Loos-en-Gohelle;62750 LOOS EN GOHELLE;;pas d'ouverture de guichet (halte);06-07 Arras Hazebrouck Dunkerque Calais;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Maroeuil;"Place de la Gare,
62161 MAROEUIL";;pas d'ouverture de guichet (halte);14 Arras St Pol Etaples Boulogne;87342188;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Maubeuge;"Gare SNCF
Place de la gare 
59600 MAUBEUGE";;"- lundi au vendredi : 06h00 à 20h00
- samedi : 08h00 à 19h00
- dimanche et jours fériés : 09h00 à 20h00  

A partir de 21h, l'entrée dans la gare se fait par le passage de nuit.";24 Jeumont Erquelines Charleroi Bruxelles;;Gare;oui;"Accueil des personnes à mobilité réduite tel :Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacements Parking Aménagés
Fauteuil roulant 
Chariot Elévateur 
Cabine téléphonique surbaissée
Guichets boucles magnétiques";"Presse (Relay ) Restaurant / Buffet / Bar
Correspondances urbaines
STIBUS lignes 2-2bis-11-31-32-40-41-43-12-21-24
Gare routière tel :03 27 53 08 08Correspondances interurbaines
INTERVALS lignes 601-601bis-612-712-713gare routière tel 03 27 51 50 50
Tête de Station de taxi
Place de la gare tel :03 27 64 73 10Office de Tourisme
Porte de Mons
59600 MAUBEUGE Tel 03 27 62 11 93

Escalier sous-terrain équipé de rampes à vélo.";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Mont de Terre;;;pas d'ouverture de guichet (halte);16 bis;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Nieppe;"Départementale 422
59 850 Nieppe";;pas d'ouverture de guichet (halte);08 bis;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Nomain-Ouvignies;"Départementale 128
59310 NOMAIN";;pas d'ouverture de guichet (halte);04;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Oisy;"1 Place André Thomas
59310 Orchies";;Horaires;22 Paris Reims Cambrai Lille;;Halte Ferroviaire;non;;Abri;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Ors;"Route Communale
59360 ORS";;pas d'ouverture de guichet (halte);18 Paris Busigny Aulnoye Lille Jeumont;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Ille et Vilaine;Messac-Guipry;Place de la gare.;;Les guichets de la gare de Messac-Guipry sont ouverts du lundi au vendredi de 6h10 à 11h50 et de 12h30 à 19h00 - Le samedi de 9h00 à 12h00 et de 13h30 à 17h15 - Les dimanche et fêtes de 13h30 à 19h00.;04 - Rennes Nantes;87471185;Gare;oui;;;non;;non;;non;;;;Non;;;;;oui;;oui;;non;;mailto:si.messac.guipry@wanadoo.fr;http://www.messac35.fr/
bretagne;Ille et Vilaine;Montauban de Bretagne;place de la gare - 35360 Montauban de Bretagne;;Du guichet le lundi de 6h45 à 12h00 - du mardi au jeudi de 6h45 à 12h15 - le vendredi de 6h45 à 11h35 - Fermeture les samedis, dimanches et fêtes.Cet été, fermeture de la gare du 2 au 22 août 2012.;10 - Rennes La Brohinière;87471086;Gare;oui;;"le réseau départemental ILLENOO:
 - ligne 2: Rennes - Montfort/Meu - Gael,
 - ligne 12: Rennes - St Meen le Grandle réseau départemental Tibus:
- ligne 17 : Dinan - Montauban de Bretagne";non;;non;;non;;;;;;;;;oui;;oui;;non;;http://www.cc-montauban-de-bretagne.fr/montauban/;http://www.cc-montauban-de-bretagne.fr/montauban/
